,ano,mes,id_categoria,id_categoria_bd,categoria,peso_mensal,variacao_mensal,variacao_anual,variacao_doze_meses,date
992,2020,12,1107094,1.1.07.094,Pá,0.1174,5.7,20.78,20.78,2020-12-01
993,2020,2,1107094,1.1.07.094,Pá,0.1009,0.6,-4.13,,2020-02-01
994,2020,5,1107094,1.1.07.094,Pá,0.1001,0.37,-5.03,,2020-05-01
995,2020,6,1107094,1.1.07.094,Pá,0.1009,0.06,-4.97,,2020-06-01
996,2020,6,1107095,1.1.07.095,Acém,0.2395,0.59,-4.38,,2020-06-01
997,2020,4,1107095,1.1.07.095,Acém,0.2372,-0.42,-5.6,,2020-04-01
998,2020,10,1107095,1.1.07.095,Acém,0.2668,2.92,10.6,,2020-10-01
999,2020,11,1107095,1.1.07.095,Acém,0.2722,5.13,16.27,,2020-11-01
1000,2020,2,1107095,1.1.07.095,Acém,0.2347,-0.29,-6.79,,2020-02-01
1001,2020,7,1107095,1.1.07.095,Acém,0.2403,3.65,-0.89,,2020-07-01
1002,2020,8,1107095,1.1.07.095,Acém,0.2482,4.31,3.39,,2020-08-01
1003,2020,1,1107095,1.1.07.095,Acém,0.2516,-6.52,-6.52,,2020-01-01
1004,2020,3,1107095,1.1.07.095,Acém,0.2334,1.71,-5.19,,2020-03-01
1005,2020,9,1107095,1.1.07.095,Acém,0.2583,3.94,7.46,,2020-09-01
1006,2020,12,1107095,1.1.07.095,Acém,0.2836,3.85,20.75,20.75,2020-12-01
1007,2020,5,1107095,1.1.07.095,Acém,0.2369,0.69,-4.94,,2020-05-01
1008,2020,8,1107096,1.1.07.096,Peito,0.0137,4.54,7.11,,2020-08-01
1009,2020,5,1107096,1.1.07.096,Peito,0.0127,4.25,-0.92,,2020-05-01
1010,2020,12,1107096,1.1.07.096,Peito,0.0159,9.71,33.99,33.99,2020-12-01
1011,2020,6,1107096,1.1.07.096,Peito,0.0133,-0.86,-1.77,,2020-06-01
1012,2020,7,1107096,1.1.07.096,Peito,0.0132,4.3,2.46,,2020-07-01
1013,2020,2,1107096,1.1.07.096,Peito,0.0134,-1.67,-1.59,,2020-02-01
1014,2020,11,1107096,1.1.07.096,Peito,0.0152,4.85,22.13,,2020-11-01
1015,2020,10,1107096,1.1.07.096,Peito,0.0149,3.69,16.49,,2020-10-01
1016,2020,1,1107096,1.1.07.096,Peito,0.0135,0.08,0.08,,2020-01-01
1017,2020,3,1107096,1.1.07.096,Peito,0.0132,-0.44,-2.03,,2020-03-01
1018,2020,9,1107096,1.1.07.096,Peito,0.0143,4.89,12.35,,2020-09-01
1019,2020,4,1107096,1.1.07.096,Peito,0.0131,-2.99,-4.96,,2020-04-01
1020,2020,8,1107097,1.1.07.097,Capa de filé,0.0356,2.6,-2.58,,2020-08-01
1021,2020,9,1107097,1.1.07.097,Capa de filé,0.0365,6.07,3.34,,2020-09-01
1022,2020,7,1107097,1.1.07.097,Capa de filé,0.0343,4.56,-5.05,,2020-07-01
1023,2020,2,1107097,1.1.07.097,Capa de filé,0.0382,-4.74,-3.36,,2020-02-01
1024,2020,4,1107097,1.1.07.097,Capa de filé,0.0363,-2.24,-5.56,,2020-04-01
1025,2020,12,1107097,1.1.07.097,Capa de filé,0.039,4.77,11.78,11.78,2020-12-01
1026,2020,1,1107097,1.1.07.097,Capa de filé,0.0377,1.45,1.45,,2020-01-01
1027,2020,3,1107097,1.1.07.097,Capa de filé,0.0363,-0.04,-3.39,,2020-03-01
1028,2020,11,1107097,1.1.07.097,Capa de filé,0.0381,3.21,6.7,,2020-11-01
1029,2020,6,1107097,1.1.07.097,Capa de filé,0.0342,0.65,-9.19,,2020-06-01
1030,2020,5,1107097,1.1.07.097,Capa de filé,0.0356,-4.47,-9.78,,2020-05-01
1031,2020,10,1107097,1.1.07.097,Capa de filé,0.0384,0.05,3.38,,2020-10-01
1032,2020,6,1107099,1.1.07.099,Costela,0.3163,0.33,-1.94,,2020-06-01
1033,2020,4,1107099,1.1.07.099,Costela,0.3152,-0.16,-2.09,,2020-04-01
1034,2020,1,1107099,1.1.07.099,Costela,0.323,-1.31,-1.31,,2020-01-01
1035,2020,5,1107099,1.1.07.099,Costela,0.3156,-0.18,-2.27,,2020-05-01
1036,2020,11,1107099,1.1.07.099,Costela,0.3771,5.88,26.4,,2020-11-01
1037,2020,9,1107099,1.1.07.099,Costela,0.3495,4.77,14.19,,2020-09-01
1038,2020,8,1107099,1.1.07.099,Costela,0.3353,4.49,8.99,,2020-08-01
1039,2020,3,1107099,1.1.07.099,Costela,0.3118,1.12,-1.93,,2020-03-01
1040,2020,10,1107099,1.1.07.099,Costela,0.3637,4.55,19.38,,2020-10-01
1041,2020,2,1107099,1.1.07.099,Costela,0.3181,-1.73,-3.01,,2020-02-01
1042,2020,7,1107099,1.1.07.099,Costela,0.3166,6.37,4.31,,2020-07-01
1043,2020,12,1107099,1.1.07.099,Costela,0.3958,2.64,29.74,29.74,2020-12-01
1044,2020,12,1107208,1.1.07.208,Picanha,0.0425,5.86,17.01,17.01,2020-12-01
1045,2020,4,1107208,1.1.07.208,Picanha,0.037,-2.0,-7.95,,2020-04-01
1046,2020,9,1107208,1.1.07.208,Picanha,0.0372,2.85,-2.88,,2020-09-01
1047,2020,5,1107208,1.1.07.208,Picanha,0.0364,0.88,-7.14,,2020-05-01
1048,2020,1,1107208,1.1.07.208,Picanha,0.0396,-1.51,-1.51,,2020-01-01
1049,2020,11,1107208,1.1.07.208,Picanha,0.0392,9.09,10.54,,2020-11-01
1050,2020,2,1107208,1.1.07.208,Picanha,0.0389,-4.02,-5.47,,2020-02-01
1051,2020,6,1107208,1.1.07.208,Picanha,0.0368,0.09,-7.05,,2020-06-01
1052,2020,3,1107208,1.1.07.208,Picanha,0.0372,-0.64,-6.07,,2020-03-01
1053,2020,8,1107208,1.1.07.208,Picanha,0.037,0.55,-5.57,,2020-08-01
1054,2020,10,1107208,1.1.07.208,Picanha,0.0379,4.32,1.32,,2020-10-01
1055,2020,7,1107208,1.1.07.208,Picanha,0.0368,1.03,-6.09,,2020-07-01
1056,2020,10,1108,1.1.08.000,Pescados,0.2235,0.11,4.32,,2020-10-01
1057,2020,8,1108,1.1.08.000,Pescados,0.2262,-0.04,4.49,,2020-08-01
1058,2020,3,1108,1.1.08.000,Pescados,0.2241,0.87,4.34,,2020-03-01
1059,2020,6,1108,1.1.08.000,Pescados,0.2285,0.0,4.92,,2020-06-01
1060,2020,7,1108,1.1.08.000,Pescados,0.2282,-0.38,4.52,,2020-07-01
1061,2020,1,1108,1.1.08.000,Pescados,0.2177,3.39,3.39,,2020-01-01
1062,2020,11,1108,1.1.08.000,Pescados,0.2217,1.37,5.76,,2020-11-01
1063,2020,2,1108,1.1.08.000,Pescados,0.2246,0.04,3.43,,2020-02-01
1064,2020,5,1108,1.1.08.000,Pescados,0.2289,-0.51,4.93,,2020-05-01
1065,2020,12,1108,1.1.08.000,Pescados,0.223,0.62,6.41,6.41,2020-12-01
1066,2020,9,1108,1.1.08.000,Pescados,0.2258,-0.27,4.21,,2020-09-01
1067,2020,4,1108,1.1.08.000,Pescados,0.2258,1.09,5.47,,2020-04-01
1068,2020,8,1108002,1.1.08.002,Peixe - anchova,0.0006,0.9,5.01,,2020-08-01
1069,2020,9,1108002,1.1.08.002,Peixe - anchova,0.0006,0.76,5.8,,2020-09-01
1070,2020,1,1108002,1.1.08.002,Peixe - anchova,0.0006,2.51,2.51,,2020-01-01
1071,2020,2,1108002,1.1.08.002,Peixe - anchova,0.0006,0.39,2.91,,2020-02-01
1072,2020,6,1108002,1.1.08.002,Peixe - anchova,0.0006,-0.47,4.64,,2020-06-01
1073,2020,12,1108002,1.1.08.002,Peixe - anchova,0.0006,0.83,9.23,9.23,2020-12-01
1074,2020,10,1108002,1.1.08.002,Peixe - anchova,0.0006,1.19,7.06,,2020-10-01
1075,2020,5,1108002,1.1.08.002,Peixe - anchova,0.0006,0.1,5.14,,2020-05-01
1076,2020,11,1108002,1.1.08.002,Peixe - anchova,0.0006,1.19,8.33,,2020-11-01
1077,2020,7,1108002,1.1.08.002,Peixe - anchova,0.0006,-0.54,4.07,,2020-07-01
1078,2020,3,1108002,1.1.08.002,Peixe - anchova,0.0006,1.94,4.9,,2020-03-01
1079,2020,4,1108002,1.1.08.002,Peixe - anchova,0.0006,0.12,5.03,,2020-04-01
1080,2020,8,1108004,1.1.08.004,Peixe - corvina,0.0231,0.74,10.69,,2020-08-01
1081,2020,12,1108004,1.1.08.004,Peixe - corvina,0.0235,-0.27,14.0,14.0,2020-12-01
1082,2020,1,1108004,1.1.08.004,Peixe - corvina,0.0212,9.24,9.24,,2020-01-01
1083,2020,4,1108004,1.1.08.004,Peixe - corvina,0.0231,1.08,10.87,,2020-04-01
1084,2020,10,1108004,1.1.08.004,Peixe - corvina,0.0231,-1.94,8.58,,2020-10-01
1085,2020,6,1108004,1.1.08.004,Peixe - corvina,0.0233,0.05,10.36,,2020-06-01
1086,2020,9,1108004,1.1.08.004,Peixe - corvina,0.0232,0.03,10.73,,2020-09-01
1087,2020,3,1108004,1.1.08.004,Peixe - corvina,0.0226,2.53,9.68,,2020-03-01
1088,2020,11,1108004,1.1.08.004,Peixe - corvina,0.0225,5.27,14.31,,2020-11-01
1089,2020,7,1108004,1.1.08.004,Peixe - corvina,0.0233,-0.43,9.88,,2020-07-01
1090,2020,2,1108004,1.1.08.004,Peixe - corvina,0.0231,-2.08,6.97,,2020-02-01
1091,2020,5,1108004,1.1.08.004,Peixe - corvina,0.0234,-0.51,10.3,,2020-05-01
1092,2020,9,1108011,1.1.08.011,Peixe - tainha,0.0023,-0.4,39.43,,2020-09-01
1093,2020,1,1108011,1.1.08.011,Peixe - tainha,0.0016,2.5,2.5,,2020-01-01
1094,2020,8,1108011,1.1.08.011,Peixe - tainha,0.0023,-0.4,39.99,,2020-08-01
1095,2020,3,1108011,1.1.08.011,Peixe - tainha,0.0017,3.91,11.28,,2020-03-01
1096,2020,4,1108011,1.1.08.011,Peixe - tainha,0.0018,29.91,44.57,,2020-04-01
1097,2020,6,1108011,1.1.08.011,Peixe - tainha,0.0023,-1.35,40.81,,2020-06-01
1098,2020,7,1108011,1.1.08.011,Peixe - tainha,0.0023,-0.18,40.56,,2020-07-01
1099,2020,11,1108011,1.1.08.011,Peixe - tainha,0.0022,0.31,38.77,,2020-11-01
1100,2020,2,1108011,1.1.08.011,Peixe - tainha,0.0017,4.48,7.09,,2020-02-01
1101,2020,10,1108011,1.1.08.011,Peixe - tainha,0.0022,-0.78,38.35,,2020-10-01
1102,2020,12,1108011,1.1.08.011,Peixe - tainha,0.0022,0.15,38.98,38.98,2020-12-01
1103,2020,5,1108011,1.1.08.011,Peixe - tainha,0.0023,-1.27,42.74,,2020-05-01
1104,2020,7,1108012,1.1.08.012,Peixe - sardinha,0.0049,0.35,-7.4,,2020-07-01
1105,2020,4,1108012,1.1.08.012,Peixe - sardinha,0.0053,-4.73,-5.0,,2020-04-01
1106,2020,1,1108012,1.1.08.012,Peixe - sardinha,0.0053,0.59,0.59,,2020-01-01
1107,2020,3,1108012,1.1.08.012,Peixe - sardinha,0.0053,-0.59,-0.28,,2020-03-01
1108,2020,2,1108012,1.1.08.012,Peixe - sardinha,0.0053,-0.28,0.31,,2020-02-01
1109,2020,8,1108012,1.1.08.012,Peixe - sardinha,0.0049,2.13,-5.43,,2020-08-01
1110,2020,11,1108012,1.1.08.012,Peixe - sardinha,0.0049,2.06,-4.88,,2020-11-01
1111,2020,12,1108012,1.1.08.012,Peixe - sardinha,0.0049,1.06,-3.87,-3.87,2020-12-01
1112,2020,9,1108012,1.1.08.012,Peixe - sardinha,0.005,-1.01,-6.38,,2020-09-01
1113,2020,10,1108012,1.1.08.012,Peixe - sardinha,0.0049,-0.45,-6.8,,2020-10-01
1114,2020,5,1108012,1.1.08.012,Peixe - sardinha,0.005,0.41,-4.61,,2020-05-01
1115,2020,6,1108012,1.1.08.012,Peixe - sardinha,0.0051,-3.26,-7.72,,2020-06-01
1116,2020,10,1108013,1.1.08.013,Camarão,0.0303,0.85,0.79,,2020-10-01
1117,2020,4,1108013,1.1.08.013,Camarão,0.0306,0.47,0.37,,2020-04-01
1118,2020,9,1108013,1.1.08.013,Camarão,0.0305,0.04,-0.06,,2020-09-01
1119,2020,8,1108013,1.1.08.013,Camarão,0.0305,0.26,-0.09,,2020-08-01
1120,2020,5,1108013,1.1.08.013,Camarão,0.0308,-0.44,-0.07,,2020-05-01
1121,2020,6,1108013,1.1.08.013,Camarão,0.0307,-0.06,-0.12,,2020-06-01
1122,2020,1,1108013,1.1.08.013,Camarão,0.0308,2.2,2.2,,2020-01-01
1123,2020,3,1108013,1.1.08.013,Camarão,0.0308,-0.71,-0.09,,2020-03-01
1124,2020,7,1108013,1.1.08.013,Camarão,0.0307,-0.23,-0.35,,2020-07-01
1125,2020,11,1108013,1.1.08.013,Camarão,0.0303,-1.07,-0.29,,2020-11-01
1126,2020,2,1108013,1.1.08.013,Camarão,0.0314,-1.54,0.62,,2020-02-01
1127,2020,12,1108013,1.1.08.013,Camarão,0.0297,0.65,0.35,0.35,2020-12-01
1128,2020,1,1108019,1.1.08.019,Peixe - cavala,0.0008,3.17,3.17,,2020-01-01
1129,2020,10,1108019,1.1.08.019,Peixe - cavala,0.0008,4.57,10.3,,2020-10-01
1130,2020,12,1108019,1.1.08.019,Peixe - cavala,0.0009,-0.88,8.37,8.37,2020-12-01
1131,2020,2,1108019,1.1.08.019,Peixe - cavala,0.0008,2.47,5.71,,2020-02-01
1132,2020,5,1108019,1.1.08.019,Peixe - cavala,0.0008,1.01,5.2,,2020-05-01
1133,2020,3,1108019,1.1.08.019,Peixe - cavala,0.0009,-0.89,4.78,,2020-03-01
1134,2020,7,1108019,1.1.08.019,Peixe - cavala,0.0008,5.55,10.33,,2020-07-01
1135,2020,11,1108019,1.1.08.019,Peixe - cavala,0.0009,-0.87,9.34,,2020-11-01
1136,2020,8,1108019,1.1.08.019,Peixe - cavala,0.0009,-2.46,7.62,,2020-08-01
1137,2020,6,1108019,1.1.08.019,Peixe - cavala,0.0009,-0.64,4.53,,2020-06-01
1138,2020,4,1108019,1.1.08.019,Peixe - cavala,0.0008,-0.6,4.15,,2020-04-01
1139,2020,9,1108019,1.1.08.019,Peixe - cavala,0.0009,-1.99,5.48,,2020-09-01
1140,2020,9,1108029,1.1.08.029,Peixe - cação,0.0066,-2.48,-3.59,,2020-09-01
1141,2020,5,1108029,1.1.08.029,Peixe - cação,0.0067,-0.25,-0.83,,2020-05-01
1142,2020,8,1108029,1.1.08.029,Peixe - cação,0.0066,-0.18,-1.14,,2020-08-01
1143,2020,7,1108029,1.1.08.029,Peixe - cação,0.0067,-0.56,-0.97,,2020-07-01
1144,2020,1,1108029,1.1.08.029,Peixe - cação,0.0067,4.61,4.61,,2020-01-01
1145,2020,6,1108029,1.1.08.029,Peixe - cação,0.0067,0.43,-0.41,,2020-06-01
1146,2020,10,1108029,1.1.08.029,Peixe - cação,0.0064,0.89,-2.74,,2020-10-01
1147,2020,12,1108029,1.1.08.029,Peixe - cação,0.0064,-0.13,-2.71,-2.71,2020-12-01
1148,2020,2,1108029,1.1.08.029,Peixe - cação,0.007,-0.94,3.63,,2020-02-01
1149,2020,11,1108029,1.1.08.029,Peixe - cação,0.0064,0.15,-2.59,,2020-11-01
1150,2020,4,1108029,1.1.08.029,Peixe - cação,0.0068,-1.53,-0.58,,2020-04-01
1151,2020,3,1108029,1.1.08.029,Peixe - cação,0.0069,-2.57,0.96,,2020-03-01
1152,2020,2,1108031,1.1.08.031,Peixe - merluza,0.0161,-0.06,1.2,,2020-02-01
1153,2020,6,1108031,1.1.08.031,Peixe - merluza,0.0166,2.55,6.76,,2020-06-01
1154,2020,7,1108031,1.1.08.031,Peixe - merluza,0.017,-0.99,5.7,,2020-07-01
1155,2020,3,1108031,1.1.08.031,Peixe - merluza,0.016,1.59,2.81,,2020-03-01
1156,2020,8,1108031,1.1.08.031,Peixe - merluza,0.0167,-0.1,5.6,,2020-08-01
1157,2020,1,1108031,1.1.08.031,Peixe - merluza,0.0159,1.27,1.27,,2020-01-01
1158,2020,9,1108031,1.1.08.031,Peixe - merluza,0.0167,-0.32,5.26,,2020-09-01
1159,2020,11,1108031,1.1.08.031,Peixe - merluza,0.0165,2.09,7.99,,2020-11-01
1160,2020,4,1108031,1.1.08.031,Peixe - merluza,0.0163,0.3,3.12,,2020-04-01
1161,2020,5,1108031,1.1.08.031,Peixe - merluza,0.0164,0.95,4.1,,2020-05-01
1162,2020,10,1108031,1.1.08.031,Peixe - merluza,0.0165,0.49,5.78,,2020-10-01
1163,2020,12,1108031,1.1.08.031,Peixe - merluza,0.0166,1.01,9.08,9.08,2020-12-01
1164,2020,6,1108032,1.1.08.032,Peixe - serra,0.0012,3.68,2.01,,2020-06-01
1165,2020,5,1108032,1.1.08.032,Peixe - serra,0.0012,-1.87,-1.61,,2020-05-01
1166,2020,3,1108032,1.1.08.032,Peixe - serra,0.0012,-0.38,-0.56,,2020-03-01
1167,2020,7,1108032,1.1.08.032,Peixe - serra,0.0012,-5.0,-3.09,,2020-07-01
1168,2020,4,1108032,1.1.08.032,Peixe - serra,0.0012,0.83,0.26,,2020-04-01
1169,2020,11,1108032,1.1.08.032,Peixe - serra,0.0011,-3.12,-7.73,,2020-11-01
1170,2020,8,1108032,1.1.08.032,Peixe - serra,0.0011,0.11,-2.99,,2020-08-01
1171,2020,2,1108032,1.1.08.032,Peixe - serra,0.0012,2.95,-0.18,,2020-02-01
1172,2020,12,1108032,1.1.08.032,Peixe - serra,0.0011,-0.08,-7.8,-7.8,2020-12-01
1173,2020,9,1108032,1.1.08.032,Peixe - serra,0.0011,-0.29,-3.27,,2020-09-01
1174,2020,1,1108032,1.1.08.032,Peixe - serra,0.0012,-3.03,-3.03,,2020-01-01
1175,2020,10,1108032,1.1.08.032,Peixe - serra,0.0011,-1.54,-4.76,,2020-10-01
1176,2020,10,1108038,1.1.08.038,Peixe - pescada,0.0312,0.18,9.23,,2020-10-01
1177,2020,9,1108038,1.1.08.038,Peixe - pescada,0.0316,-0.39,9.03,,2020-09-01
1178,2020,11,1108038,1.1.08.038,Peixe - pescada,0.0309,0.52,9.8,,2020-11-01
1179,2020,2,1108038,1.1.08.038,Peixe - pescada,0.0307,4.25,10.82,,2020-02-01
1180,2020,5,1108038,1.1.08.038,Peixe - pescada,0.0327,-1.43,11.5,,2020-05-01
1181,2020,1,1108038,1.1.08.038,Peixe - pescada,0.029,6.3,6.3,,2020-01-01
1182,2020,6,1108038,1.1.08.038,Peixe - pescada,0.0323,-0.47,10.98,,2020-06-01
1183,2020,12,1108038,1.1.08.038,Peixe - pescada,0.0308,-0.79,8.94,8.94,2020-12-01
1184,2020,7,1108038,1.1.08.038,Peixe - pescada,0.0322,-0.75,10.14,,2020-07-01
1185,2020,4,1108038,1.1.08.038,Peixe - pescada,0.032,1.87,13.12,,2020-04-01
1186,2020,8,1108038,1.1.08.038,Peixe - pescada,0.0318,-0.62,9.46,,2020-08-01
1187,2020,3,1108038,1.1.08.038,Peixe - pescada,0.032,0.2,11.05,,2020-03-01
1188,2020,11,1108045,1.1.08.045,Caranguejo,0.0052,0.0,6.61,,2020-11-01
1189,2020,5,1108045,1.1.08.045,Caranguejo,0.0053,0.0,6.61,,2020-05-01
1190,2020,1,1108045,1.1.08.045,Caranguejo,0.005,5.06,5.06,,2020-01-01
1191,2020,4,1108045,1.1.08.045,Caranguejo,0.0052,2.65,6.61,,2020-04-01
1192,2020,2,1108045,1.1.08.045,Caranguejo,0.0052,-0.44,4.6,,2020-02-01
1193,2020,6,1108045,1.1.08.045,Caranguejo,0.0053,0.0,6.61,,2020-06-01
1194,2020,12,1108045,1.1.08.045,Caranguejo,0.0052,0.0,6.61,6.61,2020-12-01
1195,2020,8,1108045,1.1.08.045,Caranguejo,0.0053,0.0,6.61,,2020-08-01
1196,2020,7,1108045,1.1.08.045,Caranguejo,0.0053,0.0,6.61,,2020-07-01
1197,2020,9,1108045,1.1.08.045,Caranguejo,0.0053,0.0,6.61,,2020-09-01
1198,2020,10,1108045,1.1.08.045,Caranguejo,0.0053,0.0,6.61,,2020-10-01
1199,2020,3,1108045,1.1.08.045,Caranguejo,0.0052,-0.71,3.86,,2020-03-01
1200,2020,5,1108049,1.1.08.049,Peixe - castanha,0.001,0.1,0.41,,2020-05-01
1201,2020,9,1108049,1.1.08.049,Peixe - castanha,0.001,0.76,-1.36,,2020-09-01
1202,2020,3,1108049,1.1.08.049,Peixe - castanha,0.001,-4.15,0.18,,2020-03-01
1203,2020,2,1108049,1.1.08.049,Peixe - castanha,0.001,2.0,4.52,,2020-02-01
1204,2020,8,1108049,1.1.08.049,Peixe - castanha,0.001,0.9,-2.1,,2020-08-01
1205,2020,1,1108049,1.1.08.049,Peixe - castanha,0.001,2.47,2.47,,2020-01-01
1206,2020,7,1108049,1.1.08.049,Peixe - castanha,0.001,-2.91,-2.97,,2020-07-01
1207,2020,4,1108049,1.1.08.049,Peixe - castanha,0.001,0.12,0.3,,2020-04-01
1208,2020,6,1108049,1.1.08.049,Peixe - castanha,0.001,-0.47,-0.07,,2020-06-01
1209,2020,10,1108049,1.1.08.049,Peixe - castanha,0.001,1.19,-0.19,,2020-10-01
1210,2020,11,1108049,1.1.08.049,Peixe - castanha,0.001,2.77,2.57,,2020-11-01
1211,2020,12,1108049,1.1.08.049,Peixe - castanha,0.001,0.0,2.57,2.57,2020-12-01
1212,2020,3,1108052,1.1.08.052,Peixe - palombeta,0.0007,6.42,0.78,,2020-03-01
1213,2020,5,1108052,1.1.08.052,Peixe - palombeta,0.0008,-0.03,8.76,,2020-05-01
1214,2020,9,1108052,1.1.08.052,Peixe - palombeta,0.0008,-0.29,7.64,,2020-09-01
1215,2020,6,1108052,1.1.08.052,Peixe - palombeta,0.0008,1.25,10.12,,2020-06-01
1216,2020,12,1108052,1.1.08.052,Peixe - palombeta,0.0008,-1.36,8.62,8.62,2020-12-01
1217,2020,2,1108052,1.1.08.052,Peixe - palombeta,0.0007,-5.08,-5.3,,2020-02-01
1218,2020,7,1108052,1.1.08.052,Peixe - palombeta,0.0008,-1.96,7.96,,2020-07-01
1219,2020,8,1108052,1.1.08.052,Peixe - palombeta,0.0008,0.0,7.96,,2020-08-01
1220,2020,10,1108052,1.1.08.052,Peixe - palombeta,0.0008,1.23,8.96,,2020-10-01
1221,2020,11,1108052,1.1.08.052,Peixe - palombeta,0.0008,1.05,10.11,,2020-11-01
1222,2020,1,1108052,1.1.08.052,Peixe - palombeta,0.0008,-0.23,-0.23,,2020-01-01
1223,2020,4,1108052,1.1.08.052,Peixe - palombeta,0.0007,7.95,8.79,,2020-04-01
1224,2020,9,1108072,1.1.08.072,Peixe - curimatã,0.0007,1.0,10.49,,2020-09-01
1225,2020,4,1108072,1.1.08.072,Peixe - curimatã,0.0006,-1.72,3.45,,2020-04-01
1226,2020,2,1108072,1.1.08.072,Peixe - curimatã,0.0006,0.99,2.26,,2020-02-01
1227,2020,5,1108072,1.1.08.072,Peixe - curimatã,0.0006,3.45,7.01,,2020-05-01
1228,2020,12,1108072,1.1.08.072,Peixe - curimatã,0.0007,3.26,16.06,16.06,2020-12-01
1229,2020,10,1108072,1.1.08.072,Peixe - curimatã,0.0007,1.65,12.31,,2020-10-01
1230,2020,1,1108072,1.1.08.072,Peixe - curimatã,0.0006,1.25,1.25,,2020-01-01
1231,2020,8,1108072,1.1.08.072,Peixe - curimatã,0.0007,0.0,9.39,,2020-08-01
1232,2020,6,1108072,1.1.08.072,Peixe - curimatã,0.0007,0.0,7.01,,2020-06-01
1233,2020,7,1108072,1.1.08.072,Peixe - curimatã,0.0007,2.22,9.39,,2020-07-01
1234,2020,3,1108072,1.1.08.072,Peixe - curimatã,0.0006,2.94,5.26,,2020-03-01
1235,2020,11,1108072,1.1.08.072,Peixe - curimatã,0.0007,0.07,12.39,,2020-11-01
1236,2020,2,1108075,1.1.08.075,Peixe - salmão,0.0154,3.53,1.6,,2020-02-01
1237,2020,4,1108075,1.1.08.075,Peixe - salmão,0.0161,3.57,6.69,,2020-04-01
1238,2020,11,1108075,1.1.08.075,Peixe - salmão,0.0156,2.18,3.9,,2020-11-01
1239,2020,1,1108075,1.1.08.075,Peixe - salmão,0.0157,-1.87,-1.87,,2020-01-01
1240,2020,12,1108075,1.1.08.075,Peixe - salmão,0.0158,0.7,4.62,4.62,2020-12-01
1241,2020,7,1108075,1.1.08.075,Peixe - salmão,0.0164,-0.32,4.73,,2020-07-01
1242,2020,8,1108075,1.1.08.075,Peixe - salmão,0.0163,-0.29,4.42,,2020-08-01
1243,2020,9,1108075,1.1.08.075,Peixe - salmão,0.0162,-0.83,3.55,,2020-09-01
1244,2020,6,1108075,1.1.08.075,Peixe - salmão,0.0166,-0.61,5.06,,2020-06-01
1245,2020,5,1108075,1.1.08.075,Peixe - salmão,0.0167,-0.92,5.71,,2020-05-01
1246,2020,3,1108075,1.1.08.075,Peixe - salmão,0.0159,1.39,3.01,,2020-03-01
1247,2020,10,1108075,1.1.08.075,Peixe - salmão,0.016,-1.81,1.68,,2020-10-01
1248,2020,5,1108080,1.1.08.080,Peixe - tilápia,0.0486,0.13,4.49,,2020-05-01
1249,2020,7,1108080,1.1.08.080,Peixe - tilápia,0.0485,-0.32,3.89,,2020-07-01
1250,2020,11,1108080,1.1.08.080,Peixe - tilápia,0.0478,2.02,7.14,,2020-11-01
1251,2020,2,1108080,1.1.08.080,Peixe - tilápia,0.0474,0.71,2.44,,2020-02-01
1252,2020,9,1108080,1.1.08.080,Peixe - tilápia,0.0482,-0.03,3.98,,2020-09-01
1253,2020,12,1108080,1.1.08.080,Peixe - tilápia,0.0484,1.71,8.98,8.98,2020-12-01
1254,2020,1,1108080,1.1.08.080,Peixe - tilápia,0.0467,1.72,1.72,,2020-01-01
1255,2020,3,1108080,1.1.08.080,Peixe - tilápia,0.0475,2.84,5.35,,2020-03-01
1256,2020,6,1108080,1.1.08.080,Peixe - tilápia,0.0488,-0.25,4.23,,2020-06-01
1257,2020,10,1108080,1.1.08.080,Peixe - tilápia,0.0478,1.0,5.02,,2020-10-01
1258,2020,4,1108080,1.1.08.080,Peixe - tilápia,0.0488,-0.95,4.35,,2020-04-01
1259,2020,8,1108080,1.1.08.080,Peixe - tilápia,0.0482,0.12,4.01,,2020-08-01
1260,2020,12,1108087,1.1.08.087,Peixe - tambaqui,0.0219,1.62,0.99,1.0,2020-12-01
1261,2020,9,1108087,1.1.08.087,Peixe - tambaqui,0.0223,0.09,-1.82,,2020-09-01
1262,2020,7,1108087,1.1.08.087,Peixe - tambaqui,0.0226,0.17,-1.1,,2020-07-01
1263,2020,4,1108087,1.1.08.087,Peixe - tambaqui,0.0226,2.35,1.6,,2020-04-01
1264,2020,5,1108087,1.1.08.087,Peixe - tambaqui,0.0232,-2.89,-1.33,,2020-05-01
1265,2020,1,1108087,1.1.08.087,Peixe - tambaqui,0.0228,-0.68,-0.68,,2020-01-01
1266,2020,2,1108087,1.1.08.087,Peixe - tambaqui,0.0226,-1.33,-2.0,,2020-02-01
1267,2020,11,1108087,1.1.08.087,Peixe - tambaqui,0.0218,1.16,-0.62,,2020-11-01
1268,2020,6,1108087,1.1.08.087,Peixe - tambaqui,0.0226,0.06,-1.27,,2020-06-01
1269,2020,10,1108087,1.1.08.087,Peixe - tambaqui,0.0221,0.07,-1.76,,2020-10-01
1270,2020,3,1108087,1.1.08.087,Peixe - tambaqui,0.0223,1.3,-0.72,,2020-03-01
1271,2020,8,1108087,1.1.08.087,Peixe - tambaqui,0.0225,-0.82,-1.91,,2020-08-01
1272,2020,11,1108088,1.1.08.088,Peixe - dourada,0.0072,-0.34,2.2,,2020-11-01
