RRRP3.SA,ALPA4.SA,ABEV3.SA,AMER3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BIDI11.SA,BPAN4.SA,BBSE3.SA,BRML3.SA,BBDC3.SA,BBDC4.SA,BRAP4.SA,BBAS3.SA,BRKM5.SA,BRFS3.SA,BPAC11.SA,CRFB3.SA,CCRO3.SA,CMIG4.SA,CIEL3.SA,COGN3.SA,CPLE6.SA,CSAN3.SA,CPFE3.SA,CMIN3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,ECOR3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENBR3.SA,ENGI11.SA,ENEV3.SA,EGIE3.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,GOLL4.SA,NTCO3.SA,SOMA3.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,KLBN11.SA,RENT3.SA,LCAM3.SA,LWSA3.SA,LREN3.SA,MGLU3.SA,MRFG3.SA,CASH3.SA,BEEF3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,PETZ3.SA,POSI3.SA,QUAL3.SA,RADL3.SA,RDOR3.SA,RAIL3.SA,SBSP3.SA,SANB11.SA,CSNA3.SA,SLCE3.SA,SULA11.SA,SUZB3.SA,TAEE11.SA,VIVT3.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VIIA3.SA,VBBR3.SA,WEGE3.SA,YDUQ3.SA,^BVSP
20.799999237060547,39.322120666503906,13.39487361907959,73.78790283203125,,29.0,15.986069679260254,,7.822112560272217,22.95189666748047,,15.67553997039795,17.55279541015625,26.262157440185547,27.58856773376465,20.151016235351562,19.790000915527344,19.27935791015625,17.87662124633789,11.236312866210938,5.7193284034729,3.0294227600097656,4.760000228881836,4.840198516845703,17.24890899658203,22.87122917175293,,14.460000038146973,21.8276424407959,13.895312309265137,11.498149871826172,29.32957649230957,28.639650344848633,7.449999809265137,15.221551895141602,40.129146575927734,14.2475004196167,35.35120391845703,19.76433563232422,36.784271240234375,24.669485092163086,15.036295890808105,6.672642707824707,19.559999465942383,50.715118408203125,10.981637001037598,14.590643882751465,27.254562377929688,,167.02328491210938,8.033095359802246,25.94252586364746,17.5942440032959,6.22108793258667,21.450088500976562,64.40535736083984,,17.0656795501709,42.88605499267578,25.055715560913086,9.876262664794922,1.6231805086135864,8.222739219665527,18.39483070373535,20.679141998291016,8.566577911376953,10.446555137634277,9.56701374053955,6.800000190734863,18.8416805267334,3.8412046432495117,31.196901321411133,25.334739685058594,,19.213001251220703,42.08839416503906,30.12261962890625,15.09184455871582,18.682329177856445,,48.798091888427734,24.642620086669922,37.05411148071289,11.501256942749023,27.51076889038086,19.184288024902344,9.125103950500488,48.00322341918945,17.850000381469727,18.450820922851562,39.94300079345703,27.685089111328125,104512.0
21.0,40.113311767578125,13.616496086120605,72.83700561523438,,32.150001525878906,15.896761894226074,,8.113126754760742,23.679187774658203,,16.360532760620117,18.329214096069336,26.94307518005371,28.298105239868164,19.522825241088867,19.979999542236328,19.25326919555664,18.21739387512207,11.714454650878906,5.936583042144775,3.0867366790771484,4.75,4.922785758972168,17.57655906677246,22.617103576660156,,14.65999984741211,22.23389434814453,13.803988456726074,11.747675895690918,29.383909225463867,28.784683227539062,8.050000190734863,15.213533401489258,40.69544982910156,14.274999618530273,35.57963562011719,19.941974639892578,37.40583801269531,24.786441802978516,15.079402923583984,6.7640485763549805,21.219999313354492,50.685302734375,11.393448829650879,14.536892890930176,27.153484344482422,,165.28086853027344,8.206581115722656,26.85374641418457,17.56101417541504,6.163712978363037,21.231027603149414,64.23233032226562,,16.731786727905273,44.6045036315918,24.806156158447266,9.684426307678223,1.6647999286651611,8.156559944152832,19.29056167602539,20.927841186523438,8.502575874328613,10.784557342529297,9.846036911010742,6.929999828338623,18.593761444091797,3.8576903343200684,30.724897384643555,25.334739685058594,,18.844667434692383,42.22051239013672,31.81753921508789,15.451729774475098,18.62322998046875,,49.87852478027344,25.16339683532715,37.88418197631836,11.739762306213379,26.837631225585938,19.806732177734375,9.275518417358398,49.270660400390625,17.81999969482422,18.690109252929688,39.321224212646484,27.97815704345703,106430.0
20.989999771118164,40.10342025756836,13.705145835876465,74.81723022460938,,32.849998474121094,15.941417694091797,,8.148401260375977,24.313447952270508,,16.454275131225586,18.430803298950195,27.812204360961914,28.713504791259766,19.620725631713867,20.68000030517578,19.68491554260254,18.318702697753906,12.077841758728027,6.007317066192627,3.053986072540283,4.869999885559082,4.872668743133545,17.48200035095215,23.192625045776367,,16.010000228881836,22.885595321655273,13.431666374206543,11.987220764160156,29.456348419189453,28.801742553710938,8.100000381469727,15.229572296142578,41.165916442871094,14.117500305175781,37.317420959472656,20.23179817199707,37.68416213989258,24.70547103881836,15.366765022277832,6.841393947601318,21.280000686645508,49.78091812133789,11.324813842773438,14.381609916687012,29.19344139099121,,170.25921630859375,8.229207992553711,26.871963500976562,17.610858917236328,6.171909809112549,20.854251861572266,63.44407653808594,,16.637800216674805,45.87221908569336,24.686368942260742,9.571969985961914,1.6631356477737427,8.106926918029785,18.5887508392334,21.26865577697754,8.449649810791016,10.906238555908203,10.015138626098633,7.053999900817871,18.31609344482422,3.8164761066436768,30.511157989501953,24.809858322143555,,18.715253829956055,42.08839416503906,32.614662170410156,15.608205795288086,18.4431209564209,,48.196800231933594,25.220003128051758,39.013065338134766,11.960600852966309,26.48642921447754,19.546606063842773,9.425931930541992,50.82649612426758,17.8700008392334,18.53628158569336,39.3742561340332,28.290760040283203,107229.0
20.899999618530273,39.37157440185547,13.155521392822266,74.11140441894531,,34.29999923706055,16.09026527404785,,8.210131645202637,23.924436569213867,,16.072118759155273,17.864816665649414,27.734699249267578,28.780668258666992,19.245441436767578,21.31999969482422,19.687284469604492,18.420015335083008,12.068278312683105,6.0881547927856445,3.0785491466522217,5.130000114440918,4.817610740661621,17.427026748657227,23.080507278442383,,15.850000381469727,21.9292049407959,13.544065475463867,11.767637252807617,28.722883224487305,27.97420883178711,8.050000190734863,15.10927677154541,41.078792572021484,14.125,36.46892166137695,19.642797470092773,36.589447021484375,24.318605422973633,15.065032005310059,6.749987602233887,21.940000534057617,48.906349182128906,11.47188949584961,14.204428672790527,28.59615707397461,,168.2678680419922,8.070809364318848,26.21588706970215,17.968059539794922,6.089944362640381,20.854251861572266,61.9925537109375,,16.83319091796875,44.2476692199707,24.4967041015625,9.803495407104492,1.6315041780471802,8.396459579467773,18.1455020904541,20.375171661376953,8.517345428466797,10.919757843017578,9.955953598022461,7.079999923706055,17.850011825561523,3.84944748878479,30.475542068481445,24.434946060180664,,18.287193298339844,42.37150192260742,32.832820892333984,15.350025177001953,18.291828155517578,,47.670684814453125,25.511152267456055,38.61463928222656,12.216772079467773,26.769344329833984,19.20286750793457,9.367438316345215,50.43184280395508,17.6200008392334,18.100433349609375,39.085044860839844,29.79517364501953,106483.0
20.899999618530273,39.579261779785156,13.058006286621094,73.1604995727539,,35.68000030517578,16.468332290649414,,8.227768898010254,23.738384246826172,,16.072118759155273,17.879331588745117,28.116676330566406,29.06612777709961,18.97621726989746,20.790000915527344,19.407428741455078,18.687105178833008,12.144781112670898,6.037630558013916,3.0867366790771484,4.980000019073486,4.816904544830322,17.59415054321289,22.998291015625,,16.399999618530273,22.496267318725586,13.558115005493164,11.887409210205078,28.424062728881836,27.803579330444336,8.079999923706055,15.04511833190918,40.939395904541016,14.22249984741211,35.905982971191406,19.74563980102539,36.700775146484375,24.588512420654297,15.259005546569824,6.78514289855957,23.020000457763672,48.56844711303711,11.28559398651123,14.20840835571289,28.63291358947754,,166.2765350341797,8.085892677307129,26.25234031677246,18.14250946044922,6.024374008178711,20.468711853027344,62.9442253112793,,16.469615936279297,44.078643798828125,24.596527099609375,9.55873966217041,1.681448221206665,8.222739219665527,17.850004196166992,20.26463508605957,8.593656539916992,11.018906593322754,10.070096969604492,9.199999809265137,18.236759185791016,3.8412046432495117,30.733802795410156,24.23811912536621,,18.516157150268555,41.861915588378906,32.9754638671875,15.874211311340332,17.837955474853516,,47.17273712158203,25.888866424560547,38.5150260925293,12.278606414794922,26.632762908935547,19.22144889831543,9.501137733459473,51.39570236206055,17.940000534057617,17.955150604248047,39.0079345703125,29.08204460144043,106517.0
21.020000457763672,40.18254089355469,12.995952606201172,72.40567016601562,,35.619998931884766,16.102169036865234,,8.218951225280762,24.626354217529297,,15.956750869750977,17.763229370117188,29.456356048583984,28.982166290283203,19.212806701660156,22.030000686645508,18.873802185058594,17.775312423706055,11.76226806640625,5.987106800079346,3.0867366790771484,5.039999961853027,4.723022937774658,18.638671875,22.504993438720703,,16.329999923706055,22.081552505493164,13.438693046569824,11.478187561035156,28.052804946899414,27.300233840942383,8.210000038146973,14.676207542419434,39.29275894165039,14.845000267028809,35.090118408203125,19.306222915649414,36.03281021118164,24.52553367614746,15.84091567993164,7.0312371253967285,22.709999084472656,47.91251754760742,11.766040802001953,14.353737831115723,27.934547424316406,,178.4734649658203,8.078349113464355,26.334348678588867,18.549551010131836,5.950605869293213,20.53005027770996,62.828861236572266,,15.791935920715332,42.801544189453125,23.378679275512695,9.737345695495605,1.6731245517730713,8.305462837219238,18.330190658569336,20.200159072875977,8.628120422363281,11.483095169067383,10.611228942871094,9.302000045776367,18.92101287841797,3.9071478843688965,30.858484268188477,24.669267654418945,,19.113452911376953,41.26738739013672,32.42167282104492,16.70351791381836,18.45032501220703,,47.55794143676758,25.393123626708984,36.713783264160156,12.128435134887695,26.154739379882812,19.12854766845703,9.827035903930664,54.10513687133789,17.799999237060547,17.3911190032959,37.841495513916016,28.896434783935547,107379.0
21.31999969482422,40.37044906616211,13.075736999511719,72.64093780517578,,35.88999938964844,16.581453323364258,,8.712793350219727,24.84623146057129,,16.540800094604492,18.561416625976562,30.83478546142578,29.754573822021484,19.335186004638672,22.3700008392334,18.925979614257812,17.683212280273438,12.269098281860352,6.204360485076904,3.0785491466522217,5.019999980926514,4.760434150695801,18.39458465576172,22.609630584716797,,16.350000381469727,22.242361068725586,13.600266456604004,11.987220764160156,29.057924270629883,27.837705612182617,8.40999984741211,14.852643013000488,39.13593292236328,14.875,34.869842529296875,19.352970123291016,35.99570083618164,24.29161834716797,16.250408172607422,7.242173671722412,23.469999313354492,47.992027282714844,12.256292343139648,14.31790542602539,28.86263656616211,,175.73538208007812,8.251837730407715,27.07243537902832,18.75722312927246,6.188302516937256,20.617671966552734,63.05957794189453,,15.78946304321289,43.261680603027344,23.658185958862305,9.869647979736328,1.6731245517730713,8.495728492736816,18.524110794067383,21.646316528320312,8.777050971984863,12.096009254455566,11.084717750549316,9.0600004196167,18.514427185058594,4.014305591583252,30.956449508666992,24.08815574645996,,18.854623794555664,41.11640167236328,34.03268814086914,17.70494842529297,18.22698974609375,,47.069393157958984,25.566240310668945,36.64738845825195,11.978266716003418,25.676719665527344,19.06351661682129,10.428689002990723,56.7690315246582,18.440000534057617,17.938060760498047,37.08476257324219,30.527843475341797,109786.0
23.1200008392334,41.636348724365234,12.845250129699707,73.32716369628906,,36.0,16.852354049682617,,8.712793350219727,24.81240463256836,,16.274005889892578,18.32196617126465,31.21122169494629,29.670618057250977,19.563617706298828,22.299999237060547,19.113338470458984,17.54506492614746,12.230846405029297,6.275095462799072,3.062173843383789,4.880000114440918,4.843728065490723,18.57490348815918,22.58720588684082,,17.950000762939453,22.716320037841797,13.656463623046875,12.106992721557617,28.704774856567383,27.871829986572266,8.3100004196167,14.836603164672852,39.449581146240234,14.802499771118164,35.06564712524414,20.23179817199707,37.00692367553711,24.32760238647461,16.192934036254883,7.214048862457275,23.559999465942383,49.9896240234375,12.266098022460938,14.453279495239258,29.055604934692383,,172.99729919433594,8.138693809509277,26.75351905822754,18.840295791625977,6.262070178985596,20.45118522644043,63.20375061035156,,16.46219825744629,43.571563720703125,23.957656860351562,9.783650398254395,1.6731245517730713,8.429547309875488,18.33942413330078,21.867385864257812,8.671199798583984,12.01488971710205,11.097400665283203,9.600000381469727,18.44501304626465,4.368752479553223,31.134565353393555,24.022544860839844,,19.073631286621094,40.96540832519531,34.22567367553711,18.150894165039062,18.16214942932129,,47.47338104248047,25.936079025268555,36.02483367919922,11.889930725097656,25.784027099609375,19.286479949951172,11.164046287536621,57.300289154052734,18.700000762939453,17.980789184570312,37.267921447753906,30.000320434570312,110133.0
23.799999237060547,41.28031921386719,12.783194541931152,74.25845336914062,,37.22999954223633,16.968456268310547,,8.598152160644531,24.88005828857422,,15.992805480957031,18.024456024169922,31.947494506835938,29.200458526611328,19.229124069213867,21.950000762939453,19.035076141357422,17.931880950927734,12.125656127929688,6.219517230987549,3.1604249477386475,5.090000152587891,4.8190226554870605,18.57490348815918,22.661949157714844,,18.260000228881836,22.343921661376953,13.62134075164795,11.977239608764648,29.302412033081055,28.409305572509766,8.270000457763672,15.093235969543457,40.207557678222656,15.0,35.17170715332031,20.325292587280273,37.42440414428711,24.201644897460938,16.50185203552246,7.34764289855957,23.239999771118164,50.09894561767578,12.609272956848145,14.184520721435547,29.257761001586914,,175.9842987060547,8.078349113464355,26.188556671142578,19.031354904174805,6.130928039550781,21.108356475830078,62.90576934814453,,16.778778076171875,43.186553955078125,24.20721435546875,9.876262664794922,1.681448221206665,8.388187408447266,18.17320442199707,21.591049194335938,8.492729187011719,11.83011245727539,10.915614128112793,10.095999717712402,18.8416805267334,4.294565677642822,30.68927764892578,23.760107040405273,,19.372278213500977,42.35262680053711,33.79774475097656,18.972379684448242,18.37108039855957,,50.169776916503906,26.06985092163086,36.48967361450195,12.0401029586792,26.554718017578125,19.3050594329834,11.615288734436035,58.11236572265625,19.209999084472656,17.75004768371582,37.451072692871094,30.850215911865234,110227.0
24.0,41.69569396972656,12.69454574584961,75.10151672363281,,36.88999938964844,16.938682556152344,,8.50114631652832,25.049198150634766,,15.877431869506836,17.879331588745117,33.09895324707031,29.057723999023438,19.12306785583496,21.889999389648438,19.1773738861084,17.87662124633789,12.35516357421875,6.2902512550354,3.0785491466522217,4.889999866485596,4.7914934158325195,18.075727462768555,22.87122917175293,,17.950000762939453,23.13103675842285,13.494891166687012,12.037125587463379,29.13036346435547,28.306930541992188,8.25,15.149374961853027,39.92876052856445,14.824999809265137,35.106441497802734,20.699262619018555,39.66949462890625,24.237632751464844,16.350984573364258,7.270297527313232,22.959999084472656,51.08283615112305,12.746543884277344,14.28406047821045,29.147493362426758,,169.76138305664062,8.199036598205566,26.38903045654297,19.16426658630371,6.311248779296875,21.91448974609375,63.86703872680664,,16.69963264465332,43.52460479736328,24.147321701049805,9.909335136413574,1.6315041780471802,8.379915237426758,18.062393188476562,21.646316528320312,8.548116683959961,11.672378540039062,10.7803316116333,10.350000381469727,19.0895938873291,4.327538013458252,30.3864803314209,24.069406509399414,,19.282684326171875,42.843345642089844,34.259239196777344,18.78461265563965,20.0424861907959,,52.17092514038086,26.06985092163086,36.59757614135742,12.455276489257812,26.99371910095215,18.9520320892334,11.498299598693848,59.531593322753906,18.489999771118164,18.06624984741211,37.11368942260742,31.26051139831543,110575.0
